Кластер,Подкластер,Интент,Запрос,Частотность,Широкая частотность,Существующая страница,Решение,Целевая страница,Чем показано,Примечание
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,акт скрытых работ в строительстве образец,724,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,акт скрытых работ 2025 образец,633,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,акт скрытых работ 2026 образец,569,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,бланк акта скрытых работ,522,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,форма акта освидетельствования скрытых работ,460,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,форма акта скрытых работ 2026,306,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,акт скрытых работ образец заполнения,304,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Акты скрытых работ,Шаблон / лид-магнит,скачать акт освидетельствования скрытых работ,300,,/articles/akt-skrytyh-rabot-obrazec.html,no-page,/articles/akt-skrytyh-rabot-obrazec.html,semantic-core.csv + файлы репозитория,"тот же интент, что «акт скрытых работ образец»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве,9155,,,create,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация капитального строительства,1845,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация объекта капитального строительства,1756,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация при строительстве объектов,1567,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,приказ 344 исполнительная документация в строительстве,750,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,состав исполнительной документации в строительстве,700,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,ведение исполнительной документации в строительстве,641,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,перечень исполнительной документации в строительстве,472,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве 2025,366,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве работа,351,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,проектная исполнительная документация строительства,331,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве капитальный ремонт,318,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,министерство строительства исполнительная документация,313,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,оформление исполнительной документации в строительстве,292,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,рд исполнительная документация в строительстве,273,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,акты исполнительной документации в строительстве,257,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,инженерные сети строительство исполнительная документация,251,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная техническая документация при строительстве объектов,248,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,что входит в исполнительную документацию в строительстве,223,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,требования к исполнительной документации в строительстве,208,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве 2026,208,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительно техническая документация в строительстве,207,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,реестр исполнительной документации в строительстве,183,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,рд 11 исполнительная документация в строительстве,181,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,рд исполнительная документация в строительстве 2006,178,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная геодезическая документация в строительстве,171,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация организация строительства,167,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,состав исполнительной документации в строительстве 2025,149,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве расшифровка,143,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,подготовка исполнительной документации в строительстве,143,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,ведение исполнительной документации по объекту строительства,142,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,программа для исполнительной документации в строительстве,141,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,формы исполнительной документации в строительстве,138,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве 2023,137,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,виды исполнительной документации в строительстве,137,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве минстрой,136,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация законченного строительства,136,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,электронная исполнительная документация в строительстве,130,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,аорпи расшифровка в исполнительной документации в строительстве,128,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация строительство правила,126,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,гост исполнительная геодезическая документация в строительстве,122,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве акты работ,120,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,хранение исполнительная документация в строительстве,111,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Информационный,исполнительная документация в строительстве приказ минстроя,110,,,no-page,/baza-znanii/ispolnitelnaya-dokumentaciya-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «исполнительная документация в строительстве»"
Исполнительная документация,Комплект ИД,Проблемный информационный,порядок в исполнительной документации в строительстве,322,,,create,/baza-znanii/poryadok-v-ispolnitelnoi-dokumentacii-v-stroitelstve/,semantic-core.csv + файлы репозитория,
Исполнительная документация,Комплект ИД,Проблемный информационный,в строительстве какая исполнительная документация,307,,,no-page,/baza-znanii/poryadok-v-ispolnitelnoi-dokumentacii-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «порядок в исполнительной документации в строительстве»"
Исполнительная документация,Комплект ИД,Проблемный информационный,порядок ведения исполнительной документации в строительстве,285,,,no-page,/baza-znanii/poryadok-v-ispolnitelnoi-dokumentacii-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «порядок в исполнительной документации в строительстве»"
Исполнительная документация,Комплект ИД,Шаблон / лид-магнит,образец исполнительной документации в строительстве,268,,,create,/materialy/obrazec-ispolnitelnoi-dokumentacii-v-stroitelstve/,semantic-core.csv + файлы репозитория,
Исполнительная документация,Комплект ИД,Шаблон / лид-магнит,исполнительная документация в строительстве пример,140,,,no-page,/materialy/obrazec-ispolnitelnoi-dokumentacii-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «образец исполнительной документации в строительстве»"
Исполнительная документация,Комплект ИД,Шаблон / лид-магнит,исполнительная документация в строительстве скачать,114,,,no-page,/materialy/obrazec-ispolnitelnoi-dokumentacii-v-stroitelstve/,semantic-core.csv + файлы репозитория,"тот же интент, что «образец исполнительной документации в строительстве»"
КС и приёмка,Заказчик не подписывает КС-2,Проблемный информационный,заказчик не подписывает кс-2,,193,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
КС и приёмка,КС-2,Информационный,кс-2,,2045805,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
КС и приёмка,КС-2 / КС-3,Коммерческое исследование,проверка актов кс 2,137,,,create,/proverki/proverka-aktov-ks-2/,semantic-core.csv + файлы репозитория,
КС и приёмка,КС-2 / КС-3,Коммерческое исследование,проверка кс 2 кс 3,127,,,no-page,/proverki/proverka-aktov-ks-2/,semantic-core.csv + файлы репозитория,"тот же интент, что «проверка актов кс 2»"
КС и приёмка,КС-2 / КС-3,Коммерческое исследование,проверка работ кс 2,112,,,no-page,/proverki/proverka-aktov-ks-2/,semantic-core.csv + файлы репозитория,"тот же интент, что «проверка актов кс 2»"
КС и приёмка,КС-2 / КС-3,Коммерческое исследование,проверка форм кс 2,75,,,no-page,/proverki/proverka-aktov-ks-2/,semantic-core.csv + файлы репозитория,"тот же интент, что «проверка актов кс 2»"
КС и приёмка,КС-3,Информационный,кс-3,,75284,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
КС и приёмка,Отказ в приёмке работ,Проблемный информационный,отказ в приёмке работ,,773,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
КС и приёмка,Реестр замечаний,Информационный,реестр замечаний,,345,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Неоплата,Взыскание долга подрядчика,Проблемный информационный,взыскание долга подрядчика,,41,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Неоплата,Взыскание оплаты,Информационный,заказчик не оплачивает выполненные работы,837,,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,keep,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,semantic-core.csv + файлы репозитория,
Неоплата,Взыскание оплаты,Информационный,работы выполнены подрядчиком заказчик не оплатил,227,,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,no-page,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,semantic-core.csv + файлы репозитория,перенацелен на страницу носителя «заказчик не оплачивает выполненные работы»
Неоплата,Взыскание оплаты,Информационный,заказчик не оплачивает акты выполненных работ,154,,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,no-page,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,semantic-core.csv + файлы репозитория,перенацелен на страницу носителя «заказчик не оплачивает выполненные работы»
Неоплата,Взыскание оплаты,Информационный,заказчик не оплачивает выполненные работы по договору,152,,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,no-page,/articles/zakazchik-ne-oplachivaet-vypolnennye-raboty.html,semantic-core.csv + файлы репозитория,перенацелен на страницу носителя «заказчик не оплачивает выполненные работы»
Неоплата,Кассовый разрыв подрядчика,Проблемный информационный,кассовый разрыв подрядчика,,5,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Неоплата,Не оплачивают выполненные работы,Проблемный информационный,не оплачивают выполненные работы,,2472,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Неоплата,Просрочка оплаты,Проблемный информационный,просрочка оплаты,,15150,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Проектное финансирование,Банковское сопровождение,Информационный,банковское сопровождение,,5890,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Проектное финансирование,График финансирования,Информационный,график финансирования,,1433,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Проектное финансирование,Проектное финансирование строительства,Информационный,проектное финансирование строительства,,630,,create,,semantic-core.csv + файлы репозитория,"единственный запрос группы — страница будет тонкой, рассмотреть merge в соседнюю"
Сметы,Проверка сметы,Информационный,строительная смета,11477,,,create,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,
Сметы,Проверка сметы,Информационный,смета на строительные работы,3538,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительная смета расценки,1762,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительный мусор в смете,1728,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительный мусор расценка в смете,889,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,составить строительную смету,591,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,составление строительной сметы,589,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительная смета 2026,553,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета строительно монтажная,514,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета строительных материалов,475,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительная смета цены,458,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,составляющие строительной сметы на работы,450,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительная гранд смета,394,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,составление сметы на строительные работы,365,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительные леса в смете,355,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,расчет строительной сметы,352,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,бесплатные строительные сметы,317,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительный мусор расценка в смете гэсн,313,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета на строительные работы 2026,312,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета строительный подряд,286,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,погрузка мусора строительного смета,280,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета договора строительного подряда,259,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,вывоз строительного мусора смета,255,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета на строительно монтажные работы,254,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,договор смета строительных работ,254,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительный контроль в смете,252,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета на строительные работы бесплатно,242,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительно ремонтные сметы,238,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета строительных расходов,233,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,вес строительного мусора в смете,231,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,программа для сметы строительных,219,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительно ремонтные работы смета,206,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,локальная смета строительные,206,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,погрузка строительного мусора расценка в смете,202,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительная смета онлайн,198,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,мусор строительный вес 1 м3 в смете,190,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,леса строительные расценка в смете,187,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,смета строительного объекта,181,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,шаблон строительной сметы,170,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Информационный,строительные организации смета,169,,,no-page,/baza-znanii/stroitelnaya-smeta/,semantic-core.csv + файлы репозитория,"тот же интент, что «строительная смета»"
Сметы,Проверка сметы,Коммерческий,стоимость строительной сметы,472,,,create,/proverki/stoimost-stroitelnoi-smety/,semantic-core.csv + файлы репозитория,
Сметы,Проверка сметы,Коммерческий,цена сметы на строительные работы,198,,,no-page,/proverki/stoimost-stroitelnoi-smety/,semantic-core.csv + файлы репозитория,"тот же интент, что «стоимость строительной сметы»"
Сметы,Проверка сметы,Проблемный информационный,как составить смету на строительные работы,293,,,create,/baza-znanii/kak-sostavit-smetu-na-stroitelnye-raboty/,semantic-core.csv + файлы репозитория,
Сметы,Проверка сметы,Проблемный информационный,как самому составлять строительные сметы,176,,,no-page,/baza-znanii/kak-sostavit-smetu-na-stroitelnye-raboty/,semantic-core.csv + файлы репозитория,"тот же интент, что «как составить смету на строительные работы»"
Сметы,Проверка сметы,Проблемный информационный,как составить смету на строительные работы самому,174,,,no-page,/baza-znanii/kak-sostavit-smetu-na-stroitelnye-raboty/,semantic-core.csv + файлы репозитория,"тот же интент, что «как составить смету на строительные работы»"
Сметы,Проверка сметы,Шаблон / лид-магнит,смета строительная образец,900,,,create,/materialy/smeta-stroitelnaya-obrazec/,semantic-core.csv + файлы репозитория,
Сметы,Проверка сметы,Шаблон / лид-магнит,смета строительных работ образец,703,,,no-page,/materialy/smeta-stroitelnaya-obrazec/,semantic-core.csv + файлы репозитория,"тот же интент, что «смета строительная образец»"
Сметы,Проверка сметы,Шаблон / лид-магнит,строительный смета скачать,317,,,no-page,/materialy/smeta-stroitelnaya-obrazec/,semantic-core.csv + файлы репозитория,"тот же интент, что «смета строительная образец»"
